payer,payee,amount0,amount1,opcode
42,904,50229,459,1
56,991,40498,451,1
56,180,61782,217,1
12,57,40608,300,1
89,330,12189,264,1
246,991,77532,101,1
19,254,97859,151,1
30,710,64637,197,1
27,733,91946,191,1
44,738,70513,278,1
6,804,45089,307,1
23,724,95412,252,1
23,853,751,417,1
27,249,12818,177,1
72,415,95157,102,1
6,869,36053,247,1
65,1014,57255,445,1
27,744,35650,409,1
33,635,45235,133,1
23,796,40224,447,1
14,798,20540,170,1
27,932,98975,44,1
460,94,90050,82,1
23,669,57583,132,1
4,243,73029,159,1
243,366,63644,25,1
0,912,1006,252,1
42,110,37067,319,1
6,26,76161,315,1
445,142,71876,22,1
36,872,63855,475,1
6,68,26104,413,1
23,344,76754,362,1
399,840,95263,194,1
16,504,52172,204,1
21,168,44498,302,1
710,137,11763,133,1
8,615,62413,484,1
161,152,27168,258,1
44,435,46865,364,1
328,243,3262,97,1
65,728,59009,320,1
33,312,49533,444,1
65,519,86532,73,1
14,502,24670,155,1
30,647,4622,459,1
161,405,48122,220,1
14,837,56037,490,1
296,536,506,115,1
30,496,52307,306,1
30,505,97609,459,1
65,640,87621,133,1
72,564,39023,285,1
65,190,21744,417,1
72,524,15333,261,1
12,820,53232,440,1
12,190,21646,97,1
33,214,14937,57,1
8,842,26052,315,1
136,832,34331,54,1
30,682,49115,99,1
646,235,75113,350,1
12,321,88363,41,1
23,768,9693,138,1
506,811,20175,219,1
6,736,37207,451,1
36,749,77502,247,1
23,229,58532,23,1
27,818,58584,178,1
6,234,57750,387,1
6,339,29269,26,1
6,439,99165,125,1
687,571,52172,84,1
5,11,72853,234,1
65,94,57784,406,1
19,646,82123,391,1
30,956,62630,10,1
44,798,32301,468,1
36,160,75224,149,1
21,831,69373,366,1
65,680,77118,47,1
751,561,60046,417,1
21,426,46843,64,1
14,166,45512,417,1
44,110,60547,142,1
56,169,89693,423,1
33,917,33180,92,1
65,803,30293,84,1
21,960,28805,46,1
240,502,86618,411,1
23,825,45268,380,1
390,309,32437,437,1
33,439,98906,43,1
33,446,61689,252,1
12,214,87973,157,1
12,28,12291,450,1
72,345,86351,350,1
71,13,29846,274,1
21,988,53625,87,1
414,566,30915,115,1
72,373,92707,357,1
72,910,13794,222,1
27,728,36833,477,1
23,421,650,196,1
44,388,57878,417,1
65,735,14948,365,1
21,188,12317,443,1
480,91,52621,162,1
536,430,48739,128,1
33,241,31010,349,1
14,707,39861,174,1
4,133,61006,489,1
27,57,37489,473,1
184,423,98873,182,1
8,778,74361,468,1
44,384,53883,320,1
4,60,68672,370,1
42,382,73885,86,1
33,648,290,163,1
95,817,95417,294,1
8,286,13538,484,1
27,958,29264,74,1
21,751,46252,402,1
56,152,28603,357,1
19,212,79350,142,1
0,437,12582,347,1
39,813,56837,209,1
36,129,78198,393,1
16,941,93717,192,1
44,668,74125,447,1
18,847,84404,387,1
78,852,15409,318,1
33,281,27441,248,1
56,730,37427,36,1
72,932,23047,454,1
65,693,91118,201,1
21,502,28328,105,1
21,325,66849,279,1
65,480,63332,498,1
44,8,76005,129,1
731,261,57063,77,1
802,173,54594,352,1
173,872,2932,31,1
16,529,7105,247,1
0,754,4464,358,1
33,861,47789,72,1
161,262,63658,114,1
72,164,81922,237,1
161,301,78574,191,1
854,433,8974,141,1
894,498,92298,379,1
813,343,99128,495,1
23,710,49383,84,1
1008,730,50253,260,1
42,921,85976,103,1
56,734,52305,344,1
6,422,92547,436,1
4,503,34443,275,1
8,896,8397,89,1
680,818,11589,483,1
161,924,27623,66,1
30,378,33561,404,1
65,1018,36825,201,1
27,551,65582,447,1
297,515,22277,459,1
0,735,68896,178,1
8,448,43586,16,1
42,492,10535,330,1
16,237,81787,167,1
36,924,87864,49,1
282,968,72074,478,1
72,829,28097,186,1
115,380,3275,291,1
519,814,51300,483,1
65,526,12401,344,1
6,723,72141,444,1
30,954,75102,298,1
6,561,28147,458,1
42,487,27567,293,1
56,370,94409,12,1
36,368,46787,421,1
44,486,30771,283,1
44,807,8711,172,1
27,509,38876,260,1
19,833,89264,329,1
72,948,64139,410,1
21,426,88745,143,1
12,128,84398,345,1
573,329,85844,353,1
36,316,69793,471,1
36,341,39215,493,1
42,810,41870,230,1
42,129,61504,443,1
56,1013,46281,303,1
16,160,44407,150,1
422,857,93680,177,1
42,76,92435,162,1
161,790,90120,73,1
72,706,59865,130,1
8,385,69068,454,1
16,271,87278,146,1
65,837,20718,195,1
30,460,70054,151,1
510,407,58344,11,1
23,288,81171,28,1
4,824,56127,308,1
42,955,51064,23,1
161,589,21043,76,1
30,563,91668,230,1
72,446,986,395,1
36,995,61855,74,1
23,445,11033,281,1
42,280,58587,461,1
23,976,61117,488,1
23,933,97773,483,1
19,498,16024,108,1
42,425,48009,174,1
12,230,30314,415,1
65,615,53052,462,1
14,70,87658,186,1
317,805,75117,441,1
460,962,24755,208,1
21,311,46966,294,1
42,288,94974,47,1
868,209,61991,246,1
611,1004,65625,98,1
7,10,74520,229,1
27,934,72384,65,1
161,858,12094,327,1
25,497,89610,287,1
21,640,3159,235,1
217,908,74137,199,1
42,216,30070,333,1
19,421,46656,20,1
16,789,10544,243,1
36,543,77746,181,1
0,676,35084,17,1
19,530,86239,210,1
16,355,54877,190,1
19,915,47564,271,1
784,876,27744,92,1
8,173,96294,17,1
56,681,95195,382,1
948,914,90024,147,1
21,30,80810,100,1
348,891,63992,223,1
19,84,29641,465,1
8,327,19818,252,1
30,670,75791,48,1
19,970,88214,482,1
44,3,49163,28,1
19,116,13077,320,1
27,294,29008,398,1
0,65,83200,303,1
1003,914,61476,179,1
14,871,89992,218,1
27,360,72637,91,1
6,760,68398,205,1
33,794,48757,440,1
56,174,63814,481,1
42,41,48927,405,1
161,367,88374,451,1
19,324,8093,342,1
0,781,99887,215,1
14,18,75766,25,1
19,650,57477,148,1
332,444,18567,43,1
863,814,12571,181,1
161,561,53575,346,1
14,475,17050,311,1
72,987,91292,438,1
19,684,20669,471,1
23,108,52948,300,1
21,226,821,337,1
319,380,90039,54,1
27,487,78197,219,1
4,885,10487,75,1
30,693,75358,451,1
8,299,22393,117,1
884,605,29567,229,1
0,634,89724,76,1
16,464,78405,347,1
23,358,58385,470,1
0,849,72700,363,1
36,379,87383,39,1
19,331,82183,171,1
30,23,61622,65,1
16,856,20526,139,1
30,8,10033,291,1
0,540,98745,390,1
8,195,58224,201,1
230,696,21641,295,1
44,776,74797,238,1
12,898,74098,247,1
8,968,36563,83,1
33,845,38364,46,1
16,709,26879,68,1
12,322,61386,30,1
72,363,44430,156,1
635,335,24240,347,1
4,1022,47608,39,1
4,89,5142,230,1
27,952,42787,389,1
56,316,27695,450,1
446,43,86318,211,1
19,886,47780,269,1
836,157,82247,432,1
23,398,6546,210,1
892,142,81118,491,1
0,72,68974,164,1
23,978,8956,459,1
30,35,83376,156,1
2,751,19910,150,1
36,86,76492,245,1
21,391,25558,99,1
147,627,30545,338,1
16,174,42484,21,1
36,546,40724,110,1
56,45,83337,140,1
161,664,21781,100,1
30,1011,3799,420,1
878,33,7189,10,1
30,616,93891,340,1
65,607,70007,381,1
23,824,40773,109,1
6,404,2538,137,1
161,737,87714,113,1
65,982,55397,19,1
8,162,4808,257,1
8,982,16727,337,1
30,441,62938,314,1
42,394,3009,243,1
16,773,30860,139,1
8,99,21858,469,1
161,526,80890,179,1
21,883,56697,409,1
36,555,12920,395,1
42,382,13022,352,1
0,264,87756,163,1
4,412,16682,154,1
30,135,35086,236,1
0,942,23329,104,1
4,432,11631,424,1
161,728,79829,29,1
14,185,41764,180,1
23,957,39292,304,1
0,527,11215,295,1
14,45,19027,253,1
36,992,34983,54,1
14,903,44822,79,1
23,808,8483,475,1
23,20,61304,223,1
840,805,6693,441,1
19,241,88882,98,1
23,560,35444,266,1
161,3,11948,436,1
33,932,12581,483,1
44,735,37828,450,1
21,851,48858,50,1
42,45,57788,94,1
8,138,62383,443,1
161,724,24486,127,1
42,736,3289,166,1
231,825,30851,168,1
16,403,33072,195,1
239,159,99712,190,1
783,368,83337,324,1
27,643,32643,361,1
14,592,81145,167,1
23,197,2964,278,1
56,329,95850,196,1
30,116,22712,495,1
19,783,59207,477,1
161,853,18560,297,1
0,924,19655,465,1
845,905,27849,121,1
21,694,36022,327,1
875,636,11144,267,1
65,631,77216,67,1
19,97,52740,170,1
4,1022,20594,276,1
65,192,96763,289,1
33,556,86252,110,1
6,148,16329,225,1
23,263,15070,466,1
649,1001,30129,35,1
428,943,77553,235,1
27,798,31501,286,1
65,1010,55781,125,1
959,783,5024,222,1
36,704,95172,142,1
56,7,26545,131,1
188,116,68379,298,1
42,98,43537,284,1
345,962,58733,368,1
6,915,18203,52,1
414,389,61573,358,1
42,48,15853,125,1
33,747,95334,487,1
821,347,54743,171,1
56,922,1414,488,1
14,83,22386,322,1
6,511,22705,492,1
415,35,10894,420,1
929,557,96145,458,1
19,869,87964,65,1
27,667,99382,247,1
27,825,63582,42,1
27,156,4592,55,1
876,83,16503,31,1
72,905,9823,263,1
4,313,59298,100,1
326,727,14860,77,1
12,1010,85113,59,1
0,627,98979,28,1
351,867,5877,323,1
14,359,59626,157,1
33,217,11825,31,1
42,839,67459,36,1
209,586,58847,393,1
0,477,87078,393,1
27,373,14966,278,1
835,58,20798,270,1
333,802,28573,253,1
42,552,14511,221,1
65,661,8513,371,1
27,401,70993,107,1
33,707,52468,323,1
0,14,10655,56,1
161,686,11630,243,1
44,592,39299,141,1
706,187,84151,270,1
56,289,52742,325,1
484,807,2666,167,1
27,702,9139,47,1
42,220,19806,387,1
161,25,51386,312,1
23,851,18125,343,1
65,42,52284,326,1
161,602,32688,207,1
950,796,75002,146,1
36,404,53796,331,1
27,459,54369,427,1
16,823,15262,424,1
56,153,31111,18,1
65,665,89060,162,1
685,956,37152,190,1
56,869,82113,349,1
14,830,5947,54,1
72,528,63707,59,1
36,887,63992,87,1
318,788,37487,76,1
42,891,37145,484,1
14,109,60136,424,1
19,235,88463,50,1
42,930,30514,42,1
4,64,93936,146,1
56,65,78530,398,1
373,399,55240,46,1
123,338,54924,339,1
4,125,28437,396,1
588,112,66781,390,1
65,357,64588,63,1
27,798,55695,369,1
72,484,5651,276,1
150,863,3881,303,1
4,947,11692,40,1
42,490,81383,448,1
6,722,570,247,1
12,942,24042,365,1
42,270,87823,92,1
44,798,81433,271,1
21,969,85615,286,1
0,926,82694,281,1
8,779,11583,272,1
4,565,72486,372,1
104,82,1483,486,1
72,903,2703,197,1
72,236,62399,207,1
161,188,43922,125,1
336,532,95504,136,1
30,427,43957,432,1
861,121,54558,376,1
930,94,55326,324,1
692,780,74466,329,1
851,870,26749,367,1
19,80,18609,57,1
14,1016,66973,284,1
121,753,95816,327,1
42,1002,65756,14,1
42,805,10337,56,1
23,500,40370,166,1
42,106,18604,432,1
23,483,95035,242,1
36,655,31396,275,1
161,915,72797,303,1
56,415,95032,286,1
72,563,76176,456,1
65,68,33834,276,1
65,640,4973,201,1
36,1023,13436,324,1
14,983,45157,309,1
12,967,47852,400,1
16,34,74429,46,1
161,565,57256,115,1
430,531,97180,91,1
30,485,42644,247,1
21,851,24735,337,1
56,813,59754,435,1
42,835,92168,203,1
33,395,69663,137,1
12,769,83761,55,1
776,480,15662,42,1
14,118,31290,149,1
30,906,67895,173,1
407,11,31026,449,1
33,854,41611,87,1
27,547,11525,311,1
447,185,90984,249,1
8,687,23368,451,1
42,479,41689,167,1
36,644,42542,147,1
27,777,38257,396,1
161,851,13592,321,1
951,80,26424,44,1
44,259,52125,269,1
42,654,60188,86,1
27,871,94360,266,1
19,666,26495,188,1
72,568,98563,215,1
12,652,25632,283,1
39,680,75160,267,1
8,84,93530,189,1
12,296,91873,307,1
37,289,71470,376,1
245,29,65929,224,1
30,997,44488,101,1
12,522,32329,60,1
12,795,38231,100,1
16,794,54763,294,1
27,867,7980,279,1
72,31,60614,56,1
12,589,22969,472,1
161,301,1812,61,1
60,802,86432,256,1
16,32,7089,271,1
27,787,73179,364,1
533,252,83771,130,1
4,443,70839,381,1
16,651,21541,40,1
6,497,96142,492,1
30,636,78914,85,1
30,929,75224,194,1
26,863,54539,324,1
4,611,68736,418,1
16,408,31588,142,1
983,408,94202,173,1
8,530,86317,117,1
33,215,9059,122,1
617,753,15377,286,1
720,390,21134,113,1
27,194,66253,153,1
36,181,76307,256,1
56,689,53081,417,1
6,586,46681,365,1
56,373,55306,278,1
313,116,2977,122,1
0,286,29593,92,1
27,289,46107,416,1
56,482,14593,423,1
377,1002,29700,34,1
44,38,18350,140,1
6,828,78451,317,1
21,744,72022,226,1
4,580,32384,472,1
65,663,24770,415,1
818,701,7393,219,1
6,378,85517,53,1
21,919,12520,209,1
653,640,67249,11,1
12,564,35783,273,1
30,294,26843,244,1
161,192,79510,321,1
65,227,23234,256,1
19,396,16984,403,1
21,706,91011,234,1
4,88,37558,449,1
65,729,74771,80,1
72,304,74711,445,1
42,186,98103,259,1
42,68,7217,262,1
4,46,6545,401,1
161,963,73681,176,1
23,839,12156,197,1
14,940,43407,202,1
428,141,22029,226,1
157,965,49890,79,1
56,505,61996,370,1
124,808,40555,342,1
4,434,8580,31,1
700,179,29167,495,1
6,417,5616,119,1
23,902,89704,86,1
8,189,46327,402,1
23,456,28377,393,1
4,349,68903,273,1
19,220,33398,252,1
240,776,28925,373,1
14,235,53432,443,1
36,788,34881,460,1
6,41,78438,194,1
145,784,22839,248,1
0,919,87038,354,1
6,156,78063,282,1
72,989,79844,94,1
12,361,86887,71,1
12,131,8671,341,1
23,456,79293,194,1
36,64,45713,28,1
72,223,92806,278,1
72,718,53255,303,1
974,252,63105,157,1
14,887,11170,64,1
161,610,36459,27,1
161,939,88440,378,1
88,722,74497,473,1
111,572,70160,212,1
42,372,52488,400,1
4,599,7333,126,1
23,855,33744,387,1
161,339,25829,49,1
0,788,32778,315,1
56,142,30385,477,1
6,541,3264,177,1
27,450,21568,289,1
27,360,34325,425,1
23,135,6626,467,1
449,414,79524,258,1
42,500,51055,198,1
36,361,4309,490,1
30,254,14152,79,1
926,805,40407,151,1
8,510,48397,454,1
19,141,40184,257,1
6,696,55738,326,1
44,169,27095,195,1
212,711,93707,228,1
745,774,37967,188,1
44,385,34873,104,1
8,467,89471,420,1
6,209,34160,142,1
56,960,4775,278,1
44,335,80961,108,1
23,44,63916,36,1
56,916,16487,294,1
137,978,26415,175,1
12,311,14401,71,1
56,443,46941,127,1
56,172,24081,337,1
536,760,34345,157,1
12,647,55590,30,1
4,221,58454,424,1
36,275,21441,401,1
44,773,62030,375,1
27,226,84611,174,1
42,71,14242,395,1
65,230,66611,179,1
65,373,97320,206,1
161,295,66288,13,1
161,95,69361,273,1
16,493,60491,89,1
33,108,38164,433,1
19,184,18101,337,1
16,597,25530,51,1
42,911,24716,345,1
6,600,5098,37,1
6,602,14755,475,1
4,186,62661,322,1
36,419,57655,182,1
16,340,17317,461,1
0,491,97153,449,1
33,336,29567,297,1
33,807,71508,16,1
21,689,68572,76,1
451,1021,71414,410,1
21,266,28782,140,1
560,1013,85167,15,1
36,347,86337,193,1
21,993,96675,178,1
30,311,68897,274,1
289,356,60434,470,1
16,267,17273,327,1
6,112,74490,297,1
19,577,31888,347,1
161,842,55770,297,1
65,473,10916,475,1
72,835,93450,245,1
12,373,38096,132,1
14,98,63807,495,1
691,246,51553,332,1
44,995,48750,186,1
65,1008,86267,68,1
681,596,97528,122,1
33,1014,11167,340,1
161,510,94607,443,1
30,285,31360,406,1
33,717,56688,36,1
166,750,20746,254,1
496,309,49403,249,1
72,77,9930,238,1
36,112,25515,211,1
963,699,88168,497,1
19,274,12571,237,1
8,594,79338,231,1
19,950,46143,394,1
21,682,13936,279,1
12,731,68015,168,1
16,731,1654,143,1
762,404,46743,19,1
21,57,36028,224,1
14,903,87512,272,1
42,427,79306,97,1
44,994,94677,341,1
33,322,25428,10,1
588,986,13079,358,1
21,298,41569,193,1
30,985,5529,111,1
19,1,25493,152,1
30,31,55887,460,1
0,325,76440,218,1
30,95,24389,92,1
12,262,2105,138,1
65,194,82553,436,1
6,637,71519,434,1
78,965,12064,254,1
12,521,89390,309,1
14,128,76362,496,1
419,339,17640,366,1
72,559,12308,270,1
33,46,1464,37,1
4,366,93979,368,1
21,4,58095,65,1
16,828,4749,284,1
6,813,67795,51,1
23,1003,68569,307,1
36,437,13816,281,1
16,619,85687,258,1
33,852,97078,225,1
593,453,54703,196,1
8,151,55691,273,1
44,375,31264,406,1
920,744,22403,485,1
30,106,42681,43,1
30,738,72494,314,1
33,454,8809,463,1
12,374,31328,300,1
8,389,65645,213,1
710,155,24707,98,1
8,567,94046,140,1
33,898,80243,487,1
21,886,35051,233,1
8,21,74010,479,1
12,175,91994,145,1
65,266,56102,244,1
8,771,52922,145,1
27,925,16265,217,1
0,896,46960,33,1
16,889,56875,24,1
12,391,17723,411,1
44,557,12386,327,1
65,430,61423,132,1
303,809,61429,375,1
30,529,74844,198,1
4,78,26217,331,1
161,404,19734,281,1
14,126,10158,43,1
228,193,13155,476,1
72,535,18819,206,1
762,858,81229,186,1
16,416,22271,357,1
72,955,30021,154,1
72,412,92689,420,1
30,641,3100,421,1
65,488,32362,273,1
19,150,30805,161,1
21,817,19396,97,1
785,339,29893,244,1
462,144,1430,215,1
44,165,57432,212,1
23,608,82408,272,1
33,771,24019,216,1
27,261,35937,490,1
42,204,72264,33,1
8,326,38723,280,1
9,533,92660,84,1
42,625,62842,210,1
72,208,92866,331,1
4,991,6657,240,1
650,173,12871,126,1
0,380,83936,308,1
30,720,75079,420,1
19,238,51227,226,1
934,960,36920,324,1
161,238,72899,402,1
6,203,13329,121,1
36,656,12746,462,1
65,848,90713,463,1
12,442,53053,407,1
21,759,6180,363,1
787,656,146,318,1
36,684,28216,43,1
8,929,99102,16,1
4,762,70843,277,1
4,177,14461,89,1
257,981,78581,351,1
4,745,74463,23,1
27,255,2963,138,1
4,763,99209,167,1
14,66,27278,274,1
42,503,84347,441,1
72,343,69617,66,1
42,50,90140,89,1
16,632,39304,338,1
498,310,28322,230,1
27,86,62332,212,1
16,607,38317,151,1
981,989,1036,458,1
16,943,52325,65,1
44,796,18704,367,1
56,545,93114,422,1
42,774,90442,262,1
12,560,88122,15,1
27,1004,59443,247,1
23,992,46384,114,1
8,947,62192,223,1
40,765,41032,177,1
56,47,41990,136,1
161,694,45249,19,1
14,349,36417,280,1
12,312,80844,129,1
21,103,12113,301,1
16,642,63600,92,1
225,64,53765,250,1
27,179,14763,128,1
72,360,71907,246,1
44,628,79187,241,1
21,458,87652,267,1
0,749,51577,274,1
21,846,78461,335,1
14,451,28043,84,1
16,89,3701,92,1
8,430,13313,10,1
8,574,19634,358,1
65,506,40169,258,1
19,101,94500,92,1
16,792,74714,273,1
30,890,81682,316,1
0,830,34210,255,1
33,727,43652,234,1
72,877,82865,23,1
27,992,94470,416,1
30,466,72924,95,1
576,423,56522,291,1
152,649,74224,222,1
36,601,78816,441,1
753,466,45611,384,1
8,538,10823,393,1
23,660,19990,20,1
576,453,66386,224,1
65,864,34696,35,1
27,853,19691,243,1
19,154,88935,397,1
27,629,59187,168,1
16,886,64339,212,1
14,151,6567,438,1
42,434,78026,200,1
44,434,52910,279,1
984,379,50812,84,1
161,344,99370,311,1
6,584,85811,283,1
36,795,54519,364,1
42,1014,50976,412,1
8,74,87335,40,1
44,745,63362,215,1
21,1006,29786,128,1
21,1008,58568,366,1
130,754,15046,352,1
12,907,70622,352,1
27,101,46387,217,1
437,1000,53549,364,1
65,208,3276,362,1
72,711,50725,201,1
124,512,66719,477,1
627,240,28298,265,1
8,50,94409,352,1
0,928,70399,198,1
14,648,69388,490,1
65,594,15744,321,1
33,504,21302,436,1
14,512,40863,317,1
762,191,41205,48,1
4,847,23745,131,1
16,759,42876,38,1
16,59,50258,271,1
23,447,18430,243,1
941,151,84947,168,1
30,128,30222,196,1
21,163,98083,255,1
27,353,80438,190,1
30,625,44048,291,1
36,350,26016,39,1
3,744,54181,290,1
0,603,30758,18,1
233,477,38375,47,1
42,785,30546,66,1
56,656,18472,187,1
44,342,34492,498,1
922,542,40293,317,1
151,531,13394,53,1
6,260,90538,35,1
65,900,74174,161,1
12,3,29286,42,1
44,235,11517,444,1
33,723,20740,56,1
19,728,17934,472,1
56,291,823,226,1
27,633,89938,120,1
30,484,85431,290,1
21,243,80156,148,1
23,938,68576,157,1
543,714,46120,74,1
56,166,57682,400,1
0,300,39511,228,1
42,384,25317,218,1
161,704,85238,217,1
118,306,71138,290,1
543,104,43996,476,1
845,959,85738,134,1
4,810,73111,453,1
4,86,8381,97,1
808,930,79698,244,1
36,967,56339,308,1
36,320,90721,252,1
4,523,84509,54,1
16,995,57725,452,1
161,198,37056,269,1
27,986,66995,42,1
8,533,70562,475,1
4,524,38005,452,1
21,938,90503,456,1
42,506,25045,242,1
72,267,91416,305,1
56,620,54246,182,1
19,251,78047,399,1
65,824,23173,91,1
556,382,37614,453,1
19,136,4790,171,1
4,718,60245,405,1
19,837,6196,460,1
56,758,9430,21,1
44,14,67571,26,1
42,984,9586,200,1
16,642,6165,84,1
27,48,43345,447,1
210,623,67162,382,1
19,475,42663,42,1
8,718,30709,389,1
12,10,61307,357,1
21,665,43059,354,1
102,543,81801,460,1
377,665,85630,239,1
44,906,1533,229,1
8,138,40393,34,1
12,220,45503,134,1
924,910,42187,186,1
620,203,56450,272,1
161,551,50349,361,1
23,581,6318,361,1
240,270,96844,200,1
4,446,24689,339,1
962,779,49715,103,1
6,575,93122,36,1
12,777,63100,53,1
19,113,94004,362,1
496,676,86348,302,1
19,599,83283,288,1
36,45,33460,58,1
852,103,70155,384,1
23,878,30494,382,1
14,152,43238,180,1
23,723,91191,82,1
0,887,98562,59,1
16,339,33514,22,1
8,787,93334,244,1
300,656,93927,102,1
56,72,29342,47,1
424,577,24956,477,1
44,481,38422,469,1
161,219,52819,63,1
16,885,12044,275,1
23,353,33178,18,1
36,336,47602,390,1
0,1001,6641,350,1
16,102,49583,289,1
27,673,15117,141,1
33,783,43199,202,1
65,158,54356,393,1
8,205,27320,115,1
8,45,75295,243,1
21,894,76763,54,1
27,815,60352,12,1
6,997,83646,149,1
4,63,59249,348,1
6,771,24538,233,1
16,86,76121,263,1
251,869,93617,403,1
16,547,85939,157,1
8,582,32946,207,1
23,510,69075,38,1
